CustomerID,Gender,WinLossRatio,Tenure,NumberActiveGames,Platform,PaymentMethod,MonthlySpend,TimeWindow,Churn
9415-DPEWS,Female,0.734397354,18,4,Facebook,Electronic check,113.1861913,202207-202209,Yes
5624-RYAMH,Female,0.847325717,9,2,Facebook,Electronic check,512.8205128,202207-202209,No
0196-JTUQI,Female,0.85258829,9,4,Facebook,Credit card (automatic),132.9787234,202207-202209,No
7130-YXBRO,Male,0.754610692,48,4,Facebook,Bank transfer (automatic),89.72633468,202207-202209,No
9272-LSVYH,Male,0.062493777,10,2,Facebook,Mailed check,142.551675,202207-202209,No
7943-RQCHR,Female,0.760913231,9,4,Facebook,Electronic check,105.5408971,202207-202209,Yes
3793-MMFUH,Female,0.70572452,13,4,Facebook,Electronic check,105.2077854,202207-202209,Yes
3249-ZPQRG,Male,0.491704697,4,4,Facebook,Electronic check,127.4697259,202207-202209,Yes
2568-BRGYX,Male,0.212610736,4,2,Facebook,Electronic check,142.4501425,202207-202209,Yes
3084-DOWLE,Female,0.466858065,72,4,Instagram,Bank transfer (automatic),108.6956522,202207-202209,No
1084-MNSMJ,Female,0.718103127,51,2,Instagram,Credit card (automatic),116.9590643,202207-202209,No
7721-JXEAW,Male,0.190644858,59,1,Facebook,Bank transfer (automatic),243.6053593,202207-202209,Yes
7249-WBIYX,Male,0.995040337,10,4,Facebook,Electronic check,116.8224299,202207-202209,Yes
4238-HFHSN,Male,0.697269971,61,4,Facebook,Electronic check,121.7285453,202207-202209,No
6250-CGGUN,Male,0.18503139,54,2,GoogleAds,Electronic check,118.4834123,202207-202209,No
5478-JJVZK,Female,0.229490997,33,4,Facebook,Mailed check,164.2036125,202207-202209,No
7596-IIWYC,Female,0.62945522,27,2,Instagram,Bank transfer (automatic),493.8271605,202207-202209,No
6567-HOOPW,Female,0.427478606,1,2,Facebook,Electronic check,126.2626263,202207-202209,Yes
9793-WECQC,Male,0.398806981,23,2,Facebook,Mailed check,104.9317943,202207-202209,No
4291-HPAXL,Male,0.238706573,1,2,Facebook,Mailed check,503.7783375,202207-202209,No
8999-YPYBV,Male,0.707109692,45,2,Instagram,Mailed check,118.5536455,202207-202209,No
1839-FBNFR,Female,0.139013719,39,2,Instagram,Bank transfer (automatic),503.7783375,202207-202209,No
3164-AALRN,Male,0.02701373,5,2,GoogleAds,Mailed check,142.8571429,202207-202209,Yes
3071-MVJCD,Male,0.296033212,72,4,Instagram,Bank transfer (automatic),121.5066829,202207-202209,No
1697-BCSHV,Female,0.594178264,58,4,Facebook,Bank transfer (automatic),149.7005988,202207-202209,No
0562-KBDVM,Female,0.784430333,70,1,Instagram,Bank transfer (automatic),224.2152466,202207-202209,No
1131-SUEKT,Male,0.981951136,61,2,GoogleAds,Bank transfer (automatic),101.5744033,202207-202209,No
3717-OEAUQ,Male,0.915217653,2,2,Facebook,Mailed check,141.4427157,202207-202209,No
4538-WNTMJ,Female,0.094945081,46,4,GoogleAds,Mailed check,400.8016032,202207-202209,No
3334-CTHOL,Female,0.033938176,1,4,Facebook,Bank transfer (automatic),200.2002002,202207-202209,Yes
4704-ERYFC,Female,0.450776792,22,2,Facebook,Electronic check,144.4043321,202207-202209,Yes
9432-RUVSL,Female,0.620759295,48,2,Instagram,Credit card (automatic),97.56097561,202207-202209,No
8060-HIWJJ,Male,0.180152526,64,4,Instagram,Credit card (automatic),115.5401502,202207-202209,No
7684-XSZIY,Male,0.149474914,72,4,Instagram,Bank transfer (automatic),411.5226337,202207-202209,No
9089-UOWJG,Female,0.668118291,12,2,Facebook,Credit card (automatic),171.3796058,202207-202209,No
8621-MNIHH,Female,0.619862622,34,4,Facebook,Electronic check,106.1007958,202207-202209,Yes
8039-ACLPL,Female,0.783684686,72,2,Instagram,Credit card (automatic),145.4545455,202207-202209,No
9885-AIBVB,Male,0.111892377,29,4,Facebook,Electronic check,116.5501166,202207-202209,No
1934-MKPXS,Male,0.278850919,33,2,GoogleAds,Credit card (automatic),497.5124378,202207-202209,No
2592-YKDIF,Female,0.251840352,1,2,Facebook,Mailed check,491.4004914,202207-202209,No
2272-JKMSI,Female,0.984361454,62,4,GoogleAds,Electronic check,90.25270758,202207-202209,No
0471-LVHGK,Male,0.134391071,41,4,GoogleAds,Electronic check,136.9863014,202207-202209,Yes
9518-RWHZL,Female,0.392724417,64,4,GoogleAds,Credit card (automatic),99.95002499,202207-202209,Yes
8714-CTZJW,Female,0.816455782,4,2,Facebook,Credit card (automatic),120.7000604,202207-202209,No
3569-EDBPQ,Female,0.920842104,24,4,Facebook,Electronic check,118.5536455,202207-202209,No
3131-NWVFJ,Female,0.421323758,14,2,GoogleAds,Mailed check,511.5089514,202207-202209,No
7521-YXVZY,Male,0.076861072,3,2,Facebook,Mailed check,501.2531328,202207-202209,No
5419-CONWX,Female,0.081928284,4,2,Facebook,Credit card (automatic),100.2004008,202207-202209,Yes
6240-EURKS,Female,0.406282028,18,1,Facebook,Electronic check,285.7142857,202207-202209,Yes
2373-NTKOD,Male,0.874565138,8,2,Facebook,Electronic check,150.9433962,202207-202209,No
1970-KKFWL,Female,0.486529208,35,4,Instagram,Bank transfer (automatic),429.1845494,202207-202209,No
6960-HVYXR,Female,0.445412531,1,4,Facebook,Electronic check,131.5789474,202207-202209,Yes
9337-SRRNI,Male,0.532312007,66,4,Instagram,Credit card (automatic),395.256917,202207-202209,No
0895-UADGO,Male,0.479019387,8,1,Instagram,Mailed check,224.4668911,202207-202209,No
5678-VFNEQ,Female,0.854718038,71,4,GoogleAds,Credit card (automatic),96.06147935,202207-202209,No
5977-CKHON,Female,0.464140819,43,4,Facebook,Bank transfer (automatic),108.0497029,202207-202209,No
7024-OHCCK,Female,0.512156674,2,4,Facebook,Electronic check,106.5530101,202207-202209,Yes
2692-BUCFV,Male,0.219680638,29,2,Facebook,Bank transfer (automatic),98.57072449,202207-202209,No
7861-UVUFT,Female,0.736247446,15,2,Facebook,Electronic check,118.623962,202207-202209,Yes
1830-GGFNM,Male,0.758755149,65,4,Instagram,Credit card (automatic),105.764146,202207-202209,No
5302-BDJNT,Male,0.825408434,35,4,Facebook,Electronic check,104.7120419,202207-202209,No
5223-UZAVK,Male,0.46326612,64,2,GoogleAds,Credit card (automatic),99.70089731,202207-202209,No
4859-ZSRDZ,Female,0.052144751,58,1,Instagram,Credit card (automatic),180.1801802,202207-202209,No
5651-WYIPH,Female,0.00255702,18,2,Facebook,Credit card (automatic),200.6018054,202207-202209,No
9350-VLHMB,Male,0.05937213,67,4,Facebook,Bank transfer (automatic),111.6694584,202207-202209,No
3498-LZGQZ,Male,0.96251675,63,2,Instagram,Mailed check,522.1932115,202207-202209,No
8785-CJSHH,Female,0.766381078,60,4,Facebook,Electronic check,100.2004008,202207-202209,No
5357-TZHPP,Male,0.231460974,9,4,Facebook,Credit card (automatic),118.4834123,202207-202209,Yes
3870-SPZSI,Female,0.597970288,70,4,Instagram,Credit card (automatic),88.45643521,202207-202209,No
0680-DFNNY,Male,0.038233497,15,4,Facebook,Electronic check,98.91196835,202207-202209,Yes
7560-QRBXH,Female,0.40790983,48,2,GoogleAds,Mailed check,501.2531328,202207-202209,No
7077-XJMET,Male,0.516375227,12,2,Facebook,Electronic check,134.8617667,202207-202209,No
8752-GHJFU,Male,0.125683175,71,4,GoogleAds,Electronic check,108.6956522,202207-202209,No
6896-SRVYQ,Male,0.433573477,44,2,Facebook,Electronic check,135.4096141,202207-202209,No
7767-UXAGJ,Male,0.964493127,1,4,Facebook,Electronic check,198.2160555,202207-202209,Yes
4652-ODEVH,Male,0.689548582,45,4,Instagram,Mailed check,408.997955,202207-202209,No
6510-UPNKS,Female,0.257404263,23,4,GoogleAds,Credit card (automatic),403.2258065,202207-202209,No
6718-BDGHG,Female,0.784177624,43,4,GoogleAds,Bank transfer (automatic),154.2020046,202207-202209,No
9046-DQMTP,Male,0.289310085,35,2,Facebook,Bank transfer (automatic),481.9277108,202207-202209,No
6439-LAJXL,Male,0.353872862,9,2,Facebook,Mailed check,145.0326323,202207-202209,No
1571-SAVHK,Male,0.945272183,12,4,Facebook,Mailed check,100.050025,202207-202209,Yes
9052-VKDUW,Female,0.97205139,65,4,Facebook,Credit card (automatic),91.40767824,202207-202209,No
9546-CQJSU,Female,0.762548353,2,4,Facebook,Electronic check,109.4091904,202207-202209,Yes
1666-JZPZT,Male,0.747888062,27,4,Facebook,Mailed check,204.0816327,202207-202209,No
5777-KJIRB,Female,0.091926126,40,2,GoogleAds,Mailed check,199.0049751,202207-202209,No
0506-LVNGN,Female,0.515826843,5,2,Facebook,Credit card (automatic),132.3626737,202207-202209,Yes
7677-SJJJK,Male,0.269062217,8,2,GoogleAds,Credit card (automatic),502.5125628,202207-202209,No
2480-EJWYP,Female,0.291410426,58,4,GoogleAds,Bank transfer (automatic),102.2494888,202207-202209,No
3253-HKOKL,Female,0.516634074,52,2,GoogleAds,Electronic check,99.70089731,202207-202209,No
7055-HNEOJ,Male,0.565565003,3,2,Facebook,Mailed check,179.2114695,202207-202209,No
5514-YQENT,Male,0.176461965,41,2,Instagram,Electronic check,89.96851102,202207-202209,No
3211-AAPKX,Male,0.67258427,20,4,Facebook,Mailed check,101.4713343,202207-202209,No
8445-DNBAE,Male,0.558353356,1,4,Facebook,Electronic check,199.8001998,202207-202209,No
2951-QOQTK,Male,0.404726657,4,4,Facebook,Credit card (automatic),123.7623762,202207-202209,Yes
2958-NHPPS,Male,0.276898935,23,2,Facebook,Electronic check,479.616307,202207-202209,No
6806-YDEUL,Female,0.245464406,6,2,Facebook,Bank transfer (automatic),512.8205128,202207-202209,No
1735-XMJVH,Male,0.894664693,8,2,Facebook,Mailed check,516.7958656,202207-202209,No
6890-PFRQX,Male,0.845336588,18,4,Facebook,Mailed check,143.8848921,202207-202209,No
0222-CNVPT,Male,0.426773054,52,1,Facebook,Credit card (automatic),204.9180328,202207-202209,No
5899-OUVKV,Male,0.765995661,31,2,Facebook,Electronic check,105.8201058,202207-202209,No
8681-ICONS,Male,0.964868232,29,2,Facebook,Mailed check,484.2615012,202207-202209,No
1621-YNCJH,Female,0.523743563,36,4,Instagram,Credit card (automatic),94.2951438,202207-202209,No
3473-XIIIT,Female,0.09825739,16,4,Facebook,Electronic check,100,202207-202209,Yes
6362-QHAFM,Male,0.470713915,42,4,GoogleAds,Electronic check,92.33610342,202207-202209,No
7893-IXHRQ,Male,0.250596495,1,2,Facebook,Electronic check,486.6180049,202207-202209,Yes
3070-BDOQC,Female,0.53389007,60,2,Instagram,Electronic check,100.3512293,202207-202209,No
2952-QAYZF,Male,0.47675729,5,4,Facebook,Electronic check,117.2332943,202207-202209,Yes
6234-PFPXL,Male,0.049707557,22,4,Facebook,Credit card (automatic),104.2752868,202207-202209,No
9824-QCJPK,Male,0.315568901,36,2,GoogleAds,Mailed check,500,202207-202209,No
4763-PGDPO,Female,0.974260479,4,2,Facebook,Electronic check,142.0454545,202207-202209,Yes
4283-IVYCI,Male,0.212022523,9,2,Facebook,Mailed check,153.9645881,202207-202209,No
1866-OBPNR,Male,0.976802586,1,2,Facebook,Credit card (automatic),134.0482574,202207-202209,No
8205-MQUGY,Male,0.867127128,12,2,Facebook,Electronic check,203.2520325,202207-202209,No
8970-ANWXO,Female,0.321364724,23,4,GoogleAds,Mailed check,135.5932203,202207-202209,No
9480-BQJEI,Male,0.597112693,62,4,GoogleAds,Bank transfer (automatic),108.3423619,202207-202209,No
5394-SVGJV,Male,0.446207546,37,4,Facebook,Bank transfer (automatic),101.2145749,202207-202209,Yes
6979-TNDEU,Female,0.825766507,8,2,Facebook,Mailed check,520.8333333,202207-202209,No
9777-WJJPR,Male,0.265819133,31,4,Facebook,Credit card (automatic),112.8031585,202207-202209,No
9283-LZQOH,Male,0.583525404,13,4,Facebook,Credit card (automatic),134.4086022,202207-202209,Yes
7079-QRCBC,Female,0.08976445,24,4,Facebook,Electronic check,101.2658228,202207-202209,Yes
9495-SKLKD,Male,0.462756991,45,4,Facebook,Bank transfer (automatic),104.2209484,202207-202209,No
6048-UWKAL,Female,0.292854386,69,4,Instagram,Credit card (automatic),94.87666034,202207-202209,No
5067-DGXLL,Male,0.60053172,2,2,Facebook,Mailed check,493.8271605,202207-202209,No
5469-CTCWN,Male,0.298325691,61,4,GoogleAds,Electronic check,94.33962264,202207-202209,Yes
9851-QXEEQ,Male,0.116526431,41,4,Facebook,Electronic check,95.51098376,202207-202209,Yes
6281-FKEWS,Female,0.756888923,44,1,GoogleAds,Electronic check,203.8735984,202207-202209,No
8898-KASCD,Male,0.706176859,39,1,GoogleAds,Mailed check,281.2939522,202207-202209,No
9242-TKFSV,Male,0.380352551,72,1,Instagram,Credit card (automatic),153.609831,202207-202209,No
9290-SHCMB,Female,0.0624845,13,2,Facebook,Electronic check,103.2524522,202207-202209,No
0743-HNPFG,Female,0.680801392,51,2,GoogleAds,Credit card (automatic),143.3691756,202207-202209,No
2277-BKJKN,Female,0.816828379,71,2,Instagram,Electronic check,100.8064516,202207-202209,No
9809-IMGCQ,Male,0.483375703,22,4,Facebook,Electronic check,103.4126163,202207-202209,Yes
5208-HFSBT,Female,0.356468792,2,2,Facebook,Credit card (automatic),181.6530427,202207-202209,Yes
5035-PGZXH,Female,0.344627998,56,4,GoogleAds,Electronic check,93.6329588,202207-202209,No
8695-WDYEA,Male,0.771685717,1,2,Facebook,Mailed check,195.1219512,202207-202209,No
6543-JXSOO,Female,0.866422408,23,2,GoogleAds,Mailed check,173.1601732,202207-202209,No
8016-ZMGMO,Female,0.801228674,66,4,GoogleAds,Bank transfer (automatic),141.1432604,202207-202209,No
8605-ITULD,Female,0.560296557,1,2,Facebook,Mailed check,511.5089514,202207-202209,No
3254-YRILK,Male,0.269573332,19,4,Facebook,Electronic check,113.3786848,202207-202209,Yes
6416-YJTTB,Male,0.53295952,11,2,Facebook,Bank transfer (automatic),125.7861635,202207-202209,No
2667-WYLWJ,Female,0.599735461,8,2,GoogleAds,Mailed check,506.3291139,202207-202209,Yes
4472-VESGY,Female,0.967671018,52,4,Facebook,Bank transfer (automatic),101.8848701,202207-202209,No
3195-TQDZX,Male,0.903529386,3,2,Facebook,Electronic check,493.8271605,202207-202209,No
3128-YOVTD,Female,0.68323877,51,2,Facebook,Bank transfer (automatic),126.3423879,202207-202209,No
0529-ONKER,Male,0.899294283,15,4,Facebook,Electronic check,132.1877065,202207-202209,Yes
1728-CXQBE,Male,0.395423559,64,4,Facebook,Electronic check,106.1007958,202207-202209,No
7041-TXQJH,Female,0.110833518,37,1,Facebook,Credit card (automatic),248.7562189,202207-202209,No
5014-GSOUQ,Male,0.675975717,13,2,Instagram,Mailed check,501.2531328,202207-202209,No
5724-BIDBU,Male,0.939013234,49,4,GoogleAds,Electronic check,180.6684734,202207-202209,No
0481-SUMCB,Female,0.51455471,45,4,GoogleAds,Bank transfer (automatic),97.89525208,202207-202209,No
1769-GRUIK,Female,0.373987057,18,2,Facebook,Electronic check,140.6469761,202207-202209,No
5240-IJOQT,Male,0.805620204,1,4,Facebook,Electronic check,133.8688086,202207-202209,Yes
8819-WFGGJ,Male,0.592766437,68,1,Instagram,Bank transfer (automatic),184.8428835,202207-202209,No
7427-AUFPY,Male,0.490203658,54,2,Instagram,Credit card (automatic),508.9058524,202207-202209,No
2811-POVEX,Female,0.229860271,23,2,Facebook,Bank transfer (automatic),113.058225,202207-202209,No
1092-GANHU,Male,0.885704065,17,2,Facebook,Electronic check,130.4631442,202207-202209,Yes
7898-PDWQE,Male,0.240922934,71,4,Instagram,Credit card (automatic),124.3781095,202207-202209,No
9972-EWRJS,Female,0.426419035,67,2,Instagram,Bank transfer (automatic),519.4805195,202207-202209,No
9314-IJWSQ,Female,0.31469857,14,4,Facebook,Electronic check,117.9245283,202207-202209,No
0661-XEYAN,Female,0.512802474,1,1,Facebook,Mailed check,387.5968992,202207-202209,Yes
5799-JRCZO,Female,0.041760924,63,2,Instagram,Credit card (automatic),512.8205128,202207-202209,No
1921-KYSAY,Female,0.280807143,41,4,GoogleAds,Electronic check,145.7725948,202207-202209,No
6198-RTPMF,Female,0.359249601,17,4,Facebook,Electronic check,107.9913607,202207-202209,No
2924-KHUVI,Male,0.551961534,56,4,GoogleAds,Electronic check,99.45300845,202207-202209,No
1925-GMVBW,Female,0.695344669,5,2,Facebook,Credit card (automatic),486.6180049,202207-202209,No
7881-EVUAD,Female,0.44955787,2,1,Facebook,Electronic check,234.741784,202207-202209,Yes
6184-DYUOB,Female,0.342918464,3,2,Facebook,Mailed check,510.2040816,202207-202209,No
9207-ZPANB,Male,0.887117727,37,4,GoogleAds,Electronic check,148.2579689,202207-202209,No
5766-XQXMQ,Female,0.344387128,29,2,Facebook,Bank transfer (automatic),145.2432825,202207-202209,Yes
9327-QSDED,Male,0.497464796,8,2,Facebook,Mailed check,229.6211251,202207-202209,No
1656-DRSMG,Female,0.590433212,63,4,Facebook,Credit card (automatic),91.03322713,202207-202209,No
3012-VFFMN,Female,0.227684404,7,2,Facebook,Mailed check,484.2615012,202207-202209,No
2984-AFWNC,Female,0.169552459,3,2,Facebook,Electronic check,104.8218029,202207-202209,No
0640-YJTPY,Male,0.800228325,72,2,Instagram,Bank transfer (automatic),476.1904762,202207-202209,No
8096-LOIST,Female,0.159362207,19,2,Facebook,Electronic check,177.9359431,202207-202209,No
9764-REAFF,Female,0.037505482,59,2,Instagram,Bank transfer (automatic),543.4782609,202207-202209,No
3703-VAVCL,Male,0.218459124,2,2,Facebook,Credit card (automatic),111.1111111,202207-202209,Yes
7107-UBYKY,Female,0.045287811,35,4,Facebook,Electronic check,388.3495146,202207-202209,No
4881-GQJTW,Male,0.351152228,14,2,Facebook,Credit card (automatic),510.2040816,202207-202209,No
8519-QJGJD,Female,0.612580434,14,2,Facebook,Electronic check,132.7140013,202207-202209,Yes
7876-DNYAP,Female,0.003708764,69,2,Instagram,Credit card (automatic),505.0505051,202207-202209,No
7905-NJMXS,Male,0.864627824,7,4,Facebook,Electronic check,155.7632399,202207-202209,No
2882-WDTBA,Male,0.672521815,69,2,Instagram,Bank transfer (automatic),132.0132013,202207-202209,No
2091-GPPIQ,Female,0.215765326,72,4,Instagram,Electronic check,126.6624446,202207-202209,No
6326-MTTXK,Male,0.863290739,8,4,Facebook,Electronic check,99.15716411,202207-202209,Yes
5071-FBJFS,Female,0.932664139,4,2,Facebook,Electronic check,198.8071571,202207-202209,No
2796-UUZZO,Male,0.236990672,63,2,Facebook,Credit card (automatic),124.5330012,202207-202209,No
2429-AYKKO,Male,0.534883592,72,2,Instagram,Bank transfer (automatic),503.7783375,202207-202209,No
9798-OPFEM,Female,0.832642376,46,2,Instagram,Electronic check,473.9336493,202207-202209,No
0330-IVZHA,Female,0.262354218,5,2,Facebook,Electronic check,142.9592566,202207-202209,Yes
3794-NFNCH,Male,0.867448588,30,2,Facebook,Mailed check,200,202207-202209,No
5193-QLVZB,Male,0.586671544,63,4,Instagram,Bank transfer (automatic),95.46539379,202207-202209,No
7114-AEOZE,Female,0.950823272,60,2,Instagram,Bank transfer (automatic),503.7783375,202207-202209,No
2886-KEFUM,Female,0.635748808,63,4,GoogleAds,Electronic check,93.02325581,202207-202209,Yes
5522-NYKPB,Male,0.970923565,25,2,Facebook,Electronic check,116.4144354,202207-202209,No
4237-RLAQD,Male,0.198266522,1,2,Facebook,Mailed check,218.1025082,202207-202209,Yes
9957-YODKZ,Male,0.308000983,6,4,Facebook,Electronic check,123.7623762,202207-202209,No
6518-KZXCB,Male,0.509379119,22,4,Instagram,Mailed check,396.039604,202207-202209,No
2245-ADZFJ,Female,0.913293562,31,4,Instagram,Bank transfer (automatic),124.1464929,202207-202209,No
7776-QGYJC,Female,0.729636423,39,2,Facebook,Bank transfer (automatic),122.6993865,202207-202209,No
9313-QOLTZ,Male,0.118991605,26,2,Facebook,Mailed check,478.4688995,202207-202209,No
9651-GTSAQ,Female,0.352788734,53,2,GoogleAds,Bank transfer (automatic),94.25070688,202207-202209,Yes
3186-BAXNB,Female,0.157292742,1,2,Facebook,Electronic check,109.0512541,202207-202209,Yes
4672-FOTSD,Male,0.726596948,12,4,Facebook,Electronic check,148.6988848,202207-202209,No
0637-YLETY,Female,0.433645117,16,4,Facebook,Credit card (automatic),104.6025105,202207-202209,Yes
9818-XQCUV,Female,0.345444482,2,2,Facebook,Mailed check,491.4004914,202207-202209,No
7338-ERIVA,Male,0.479666346,39,1,GoogleAds,Bank transfer (automatic),221.9755827,202207-202209,No
1157-BQCUW,Male,0.605215592,1,4,Facebook,Electronic check,133.4222815,202207-202209,Yes
8259-NFJTV,Female,0.416804251,7,1,Facebook,Mailed check,288.6002886,202207-202209,No
3223-DWFIO,Male,0.107250652,4,2,Facebook,Electronic check,144.1961067,202207-202209,No
2660-EMUBI,Male,0.083324888,10,4,Facebook,Electronic check,104.8767698,202207-202209,Yes
6968-GMKPR,Female,0.153595958,55,2,Facebook,Electronic check,122.624157,202207-202209,No
4751-ERMAN,Male,0.941163404,72,2,Instagram,Bank transfer (automatic),132.6259947,202207-202209,No
1436-ZMJAN,Female,0.189937472,10,2,Facebook,Credit card (automatic),147.4926254,202207-202209,No
3292-PBZEJ,Male,0.138806585,11,4,Facebook,Electronic check,89.76660682,202207-202209,No
0799-DDIHE,Female,0.895601591,15,2,Facebook,Electronic check,215.9827214,202207-202209,No
3070-FNFZQ,Female,0.960568007,23,2,Instagram,Bank transfer (automatic),490.1960784,202207-202209,No
2812-SFXMJ,Male,0.369249601,1,2,Facebook,Mailed check,498.7531172,202207-202209,No
7675-OZCZG,Female,0.320242266,3,2,Facebook,Electronic check,222.2222222,202207-202209,Yes
5014-WUQMG,Male,0.252872712,47,2,GoogleAds,Electronic check,104.0582726,202207-202209,No
5312-TSZVC,Female,0.339098637,15,2,GoogleAds,Mailed check,508.9058524,202207-202209,No
2003-CKLOR,Male,0.91574423,66,2,Facebook,Electronic check,100.5025126,202207-202209,Yes
0993-OSGPT,Female,0.81951627,68,2,GoogleAds,Bank transfer (automatic),164.8804617,202207-202209,No
9254-RBFON,Female,0.040051906,17,2,GoogleAds,Bank transfer (automatic),101.4198783,202207-202209,Yes
1205-WNWPJ,Female,0.933450625,7,2,Facebook,Mailed check,168.0672269,202207-202209,Yes
9391-EOYLI,Male,0.468282754,12,2,Facebook,Electronic check,124.300808,202207-202209,Yes
7108-DGVUU,Female,0.69881603,21,4,GoogleAds,Bank transfer (automatic),139.4700139,202207-202209,No
2782-JEEBU,Male,0.111495097,21,1,Facebook,Mailed check,277.7777778,202207-202209,No
5127-BZENZ,Female,0.140772679,56,4,GoogleAds,Bank transfer (automatic),153.3742331,202207-202209,No
2720-FVBQP,Female,0.291371813,6,4,Facebook,Credit card (automatic),204.2900919,202207-202209,No
9906-NHHVC,Female,0.516176522,65,1,Instagram,Bank transfer (automatic),186.9158879,202207-202209,No
4522-XRWWI,Male,0.881983937,42,4,GoogleAds,Credit card (automatic),124.300808,202207-202209,No
3766-EJLFL,Female,0.130552309,68,4,Instagram,Bank transfer (automatic),91.70105456,202207-202209,No
5939-SXWHM,Male,0.178935624,48,4,Instagram,Bank transfer (automatic),380.2281369,202207-202209,No
8152-UOBNY,Female,0.274263618,50,4,GoogleAds,Electronic check,93.6329588,202207-202209,No
7351-KYHQH,Female,0.039508438,7,2,Facebook,Electronic check,153.9645881,202207-202209,No
7643-RCHXS,Female,0.251909446,63,2,Instagram,Electronic check,516.7958656,202207-202209,No
8246-SHFGA,Male,0.688655761,17,2,Facebook,Credit card (automatic),473.9336493,202207-202209,No
8387-MOJJT,Female,0.916753753,42,2,Facebook,Credit card (automatic),128.2873637,202207-202209,Yes
0620-XEFWH,Male,0.423787458,4,2,Facebook,Mailed check,530.5039788,202207-202209,No
6485-QXWWE,Female,0.103208951,62,4,Instagram,Bank transfer (automatic),384.6153846,202207-202209,No
2761-OCIAX,Male,0.27996062,2,2,Facebook,Electronic check,133.8688086,202207-202209,Yes
7321-VGNKU,Female,0.900180524,2,2,Facebook,Electronic check,142.1464108,202207-202209,No
5327-CNLUQ,Male,0.227455267,48,4,Instagram,Bank transfer (automatic),103.1991744,202207-202209,No
7552-KEYGT,Male,0.599386296,27,2,Instagram,Bank transfer (automatic),511.5089514,202207-202209,No
5816-JMLGY,Female,0.360083569,70,2,Instagram,Bank transfer (automatic),124.3781095,202207-202209,No
3068-OMWZA,Male,0.662222048,1,4,Facebook,Electronic check,112.6126126,202207-202209,Yes
2927-QRRQV,Male,0.372364742,46,4,GoogleAds,Electronic check,105.6524036,202207-202209,No
6032-KRXXO,Male,0.96931487,30,2,Facebook,Electronic check,110.8033241,202207-202209,Yes
7459-RRWQZ,Female,0.095132795,15,4,Facebook,Bank transfer (automatic),154.679041,202207-202209,Yes
6265-SXWBU,Male,0.657514044,69,4,GoogleAds,Credit card (automatic),104.4386423,202207-202209,No
7941-RCJOW,Male,0.263110991,65,2,Instagram,Credit card (automatic),511.5089514,202207-202209,No
6374-NTQLP,Male,0.721117285,72,2,Instagram,Credit card (automatic),96.06147935,202207-202209,No
4154-AQUGT,Male,0.896416074,13,2,Facebook,Bank transfer (automatic),112.2964627,202207-202209,Yes
2387-KDZQY,Male,0.932252919,17,2,GoogleAds,Mailed check,497.5124378,202207-202209,No
3584-WKTTW,Male,0.238696765,51,4,GoogleAds,Electronic check,89.6458987,202207-202209,No
3399-BMLVW,Male,0.084540655,51,2,Instagram,Credit card (automatic),165.2892562,202207-202209,No
1971-DTCZB,Female,0.116475475,72,4,Instagram,Bank transfer (automatic),109.9505223,202207-202209,No
3092-IGHWF,Male,0.258022314,67,4,GoogleAds,Electronic check,114.416476,202207-202209,Yes
3374-PZLXD,Male,0.012275953,34,2,Facebook,Mailed check,507.6142132,202207-202209,No
3813-DHBBB,Male,0.235238908,67,1,Instagram,Bank transfer (automatic),196.2708538,202207-202209,No
2812-REYAT,Female,0.325803438,49,2,GoogleAds,Bank transfer (automatic),498.7531172,202207-202209,No
6518-PPLMZ,Male,0.805243649,53,2,Instagram,Mailed check,515.4639175,202207-202209,No
4939-KYYPY,Male,0.783505075,27,4,Facebook,Electronic check,168.2085786,202207-202209,No
8017-LXHFA,Female,0.10346725,23,2,Facebook,Electronic check,105.5408971,202207-202209,Yes
5930-GBIWP,Male,0.902126988,69,4,Instagram,Credit card (automatic),122.6993865,202207-202209,No
6022-KOUQO,Female,0.505709007,2,1,Facebook,Bank transfer (automatic),344.2340792,202207-202209,No
6352-TWCAU,Female,0.112959138,35,4,Facebook,Electronic check,115.6737999,202207-202209,Yes
2361-UPSND,Female,0.40234682,46,2,GoogleAds,Mailed check,141.6430595,202207-202209,No
6035-RIIOM,Female,0.143417271,54,4,Instagram,Bank transfer (automatic),102.8806584,202207-202209,No
2929-QNSRW,Female,0.465015004,56,4,GoogleAds,Electronic check,101.7811705,202207-202209,Yes
1262-OPMFY,Female,0.331690109,9,2,Facebook,Bank transfer (automatic),132.0132013,202207-202209,Yes
9504-DSHWM,Male,0.534633208,20,4,Facebook,Bank transfer (automatic),168.9189189,202207-202209,No
5035-BVCXS,Male,0.755611014,11,2,Facebook,Mailed check,131.7523057,202207-202209,No
6267-DCFFZ,Female,0.537628333,30,4,Facebook,Electronic check,111.049417,202207-202209,No
3533-UVMOM,Male,0.394590819,68,2,Instagram,Bank transfer (automatic),140.944327,202207-202209,No
2439-LYPMQ,Male,0.263470862,38,4,Facebook,Electronic check,97.46588694,202207-202209,No
4248-QPAVC,Female,0.305465919,17,4,Facebook,Bank transfer (automatic),117.1646163,202207-202209,Yes
1899-VXWXM,Male,0.920333713,48,4,GoogleAds,Credit card (automatic),94.25070688,202207-202209,Yes
1478-VPOAD,Female,0.548396037,1,2,Facebook,Electronic check,228.3105023,202207-202209,No
