CustomerID,Gender,WinLossRatio,NumberActiveGames,Tenure,NumberGameActive,Platform,PaymentMethod,MonthlySpend,TotalSpend,Churn
6259-WJQLC,Male,0.642277874,No,32,4,Facebook,Credit card (automatic),81.1,2619.25,No
9227-LUNBG,Female,0.804767257,No,1,1,Facebook,Electronic check,24.6,24.6,Yes
7997-EASSD,Female,0.745135146,No,63,4,GoogleAds,Credit card (automatic),81.2,4965.1,No
0730-KOAVE,Male,0.074715485,No,30,4,Facebook,Credit card (automatic),94.3,2679.7,No
8975-SKGRX,Male,0.980301118,No,71,4,Instagram,Bank transfer (automatic),116.1,8310.55,No
0678-RLHVP,Female,0.42865482,No,53,4,Instagram,Electronic check,105.55,5682.25,No
4315-MURBD,Female,0.847910413,No,12,2,Facebook,Bank transfer (automatic),98.9,1120.95,Yes
2267-FPIMA,Male,0.16714856,No,50,4,Facebook,Credit card (automatic),94.4,4914.9,No
1051-GEJLJ,Female,0.129484023,No,2,2,Facebook,Mailed check,19.5,27.55,No
9734-YWGEX,Female,0.654330071,No,9,4,Facebook,Credit card (automatic),98.3,923.5,Yes
2719-BDAQO,Male,0.795966275,No,17,2,Facebook,Electronic check,93.85,1625.65,Yes
5285-MVEHD,Female,0.931480504,No,56,2,GoogleAds,Credit card (automatic),105.6,6068.65,No
0379-DJQHR,Male,0.695160585,Yes,67,2,Instagram,Credit card (automatic),81.35,5398.6,No
0781-LKXBR,Male,0.484833849,No,9,4,Facebook,Electronic check,100.5,918.6,Yes
5543-QDCRY,Male,0.109220917,No,4,2,Facebook,Electronic check,56.4,234.85,No
0297-RBCSG,Male,0.545860235,No,19,2,GoogleAds,Bank transfer (automatic),65.35,1231.85,No
4694-PHWFW,Female,0.313256778,Yes,8,2,Facebook,Mailed check,19.95,170.9,No
0835-JKADZ,Female,0.456106679,No,71,4,Instagram,Electronic check,111.25,7984.15,No
1907-UBQFC,Male,0.838539248,No,10,2,Facebook,Electronic check,72.85,688.65,Yes
7508-SMHXL,Female,0.459562767,No,15,4,Facebook,Credit card (automatic),89,1288.3,No
3865-YIOTT,Male,0.538069371,Yes,72,4,GoogleAds,Bank transfer (automatic),106.1,7848.5,No
5993-BQHEA,Male,0.422464252,No,12,2,GoogleAds,Credit card (automatic),20.05,267,No
6024-RUGGH,Male,0.664061713,Yes,72,4,Instagram,Bank transfer (automatic),25.2,1798.9,No
6513-EECDB,Male,0.788795399,No,1,4,Facebook,Electronic check,73.55,73.55,Yes
3956-CJUST,Female,0.921319197,No,23,2,Facebook,Bank transfer (automatic),75.4,1643.55,No
4079-WWQQQ,Male,0.673769998,No,72,1,Instagram,Bank transfer (automatic),65.55,4807.45,No
6103-BOCOU,Female,0.258397503,No,26,4,Facebook,Electronic check,80.7,2193,No
5149-TGWDZ,Female,0.568656687,No,21,2,GoogleAds,Mailed check,104.55,2239.4,No
7471-WNSUF,Male,0.89908677,No,60,4,GoogleAds,Bank transfer (automatic),24.15,1505.9,No
8942-DBMHZ,Male,0.197010082,No,12,2,Facebook,Mailed check,20.45,255.35,No
4301-VVZKA,Male,0.935661797,No,16,4,Facebook,Electronic check,75.4,1189.4,No
9199-PWQVC,Female,0.561565046,No,63,4,GoogleAds,Credit card (automatic),79.7,4786.15,No
4824-GUCBY,Female,0.380363296,No,22,2,Facebook,Electronic check,81.7,1820.9,No
5393-HJZSM,Female,0.151651244,Yes,32,2,Facebook,Bank transfer (automatic),76.3,2404.15,No
7074-IEVOJ,Female,0.434889035,No,3,4,Facebook,Electronic check,79.4,205.05,Yes
9625-QSTYE,Female,0.244776805,No,13,2,Facebook,Electronic check,81.15,952.3,Yes
0862-PRCBS,Female,0.782748667,Yes,68,4,Instagram,Credit card (automatic),103.75,7039.45,No
8812-ZRHFP,Female,0.851115382,Yes,30,2,GoogleAds,Electronic check,86.45,2538.05,No
5146-CBVOE,Female,0.604458759,No,16,2,Facebook,Bank transfer (automatic),75.1,1212.85,No
0454-OKRCT,Male,0.523778763,No,33,2,Instagram,Bank transfer (automatic),80.6,2651.1,No
5787-KXGIY,Male,0.288059448,No,72,2,Instagram,Credit card (automatic),19.3,1304.8,No
4750-ZRXIU,Female,0.006620814,No,4,4,Facebook,Electronic check,84.6,360.1,Yes
4198-VFOEA,Female,0.576786091,No,12,1,GoogleAds,Mailed check,33.6,435.45,No
6630-UJZMY,Female,0.961583532,No,4,4,Facebook,Electronic check,83.25,308.05,No
5709-LVOEQ,Female,0.610025919,Yes,0,2,Instagram,Mailed check,80.85, ,No
6400-BWQKW,Female,0.973664241,No,6,4,Facebook,Electronic check,79.05,434.5,Yes
2692-AQCPF,Female,0.853364775,No,65,4,GoogleAds,Credit card (automatic),108.05,7118.9,No
0347-UBKUZ,Female,0.066152026,No,15,2,Facebook,Mailed check,19.9,320.45,No
0835-DUUIQ,Female,0.933492413,Yes,24,2,GoogleAds,Bank transfer (automatic),21.05,531.55,No
0811-GSDTP,Female,0.703053617,Yes,13,1,Facebook,Electronic check,30.15,382.2,No
7567-ECMCM,Male,0.81191242,No,24,2,Facebook,Credit card (automatic),79.85,2001,No
6115-ZTBFQ,Female,0.713688189,No,72,1,Instagram,Bank transfer (automatic),65.5,4919.7,No
6353-BRMMA,Female,0.183979691,Yes,54,4,Facebook,Bank transfer (automatic),104.1,5645.8,No
6680-WKXRZ,Female,0.722841567,No,3,4,Facebook,Bank transfer (automatic),74.4,215.8,Yes
6231-WFGFH,Male,0.155757016,Yes,4,2,Facebook,Mailed check,20.5,77.6,No
9904-EHEVJ,Female,0.32950289,Yes,32,4,Facebook,Mailed check,91.35,2896.55,No
7028-DVOIQ,Male,0.888719191,No,35,4,Facebook,Electronic check,99.05,3395.8,Yes
6169-PPETC,Male,0.029724062,Yes,35,2,Instagram,Bank transfer (automatic),20.5,759.35,No
4208-UFFGW,Male,0.330326675,No,2,2,Facebook,Mailed check,44.95,85.15,Yes
8584-KMVXD,Female,0.22001109,No,8,2,Facebook,Electronic check,75.6,535.55,No
8467-WYNSR,Male,0.395937489,No,22,2,Facebook,Mailed check,55.1,1253.15,No
0851-DFJKB,Female,0.73438111,No,15,2,Facebook,Electronic check,58.95,955.15,No
5382-SOYZL,Male,0.059279395,No,22,4,Facebook,Electronic check,95.1,2162.6,No
9448-REEVD,Male,0.982948229,No,1,2,Facebook,Credit card (automatic),44.7,44.7,Yes
3261-CQXOL,Female,0.396314146,Yes,71,4,Instagram,Bank transfer (automatic),25.45,1813.35,No
8388-FYNPZ,Male,0.427858763,No,4,2,Facebook,Electronic check,56.75,245.15,No
4002-BQWPQ,Male,0.175016108,No,25,4,Facebook,Bank transfer (automatic),81.75,2028.8,No
5651-YLPRD,Female,0.571304277,Yes,32,2,Facebook,Electronic check,86.1,2723.75,No
2826-DXLQO,Male,0.763839678,No,7,1,Facebook,Bank transfer (automatic),29.8,220.45,No
4378-BZYFP,Male,0.805314037,No,17,2,GoogleAds,Mailed check,20.5,365.8,No
9489-UTFKA,Male,0.487107994,No,8,2,Facebook,Bank transfer (automatic),60.9,551.95,No
4849-PYRLQ,Female,0.362888125,No,56,4,Instagram,Bank transfer (automatic),73.25,4054.2,No
9117-SHLZX,Male,0.281038122,No,1,2,Facebook,Mailed check,45.7,45.7,Yes
9889-TMAHG,Male,0.883904432,No,8,2,Facebook,Credit card (automatic),100.3,832.35,Yes
4541-RMRLG,Male,0.778618929,No,7,2,Facebook,Electronic check,19.25,112.3,Yes
7764-BDPEE,Male,0.537349666,Yes,3,2,Facebook,Mailed check,20.85,60.65,No
3429-IFLEM,Female,0.195211247,No,71,2,Instagram,Credit card (automatic),77.35,5550.1,No
3158-MOERK,Female,0.32527254,No,2,4,Facebook,Electronic check,96,174.8,Yes
7294-TMAOP,Female,0.814147434,No,1,2,Facebook,Electronic check,90.55,90.55,Yes
5002-GCQFH,Male,0.59682851,No,49,4,Facebook,Bank transfer (automatic),93.85,4733.1,No
0556-FJEGU,Male,0.21799073,No,58,2,Instagram,Bank transfer (automatic),70.1,4048.95,No
8919-FYFQZ,Male,0.558711471,No,44,1,Facebook,Electronic check,30.35,1359.7,Yes
0604-THJFP,Female,0.360174555,Yes,59,2,Instagram,Credit card (automatic),75.95,4542.35,No
2834-JRTUA,Male,0.482604681,No,71,4,Instagram,Electronic check,108.05,7532.15,Yes
5875-YPQFJ,Male,0.659082224,No,1,2,Facebook,Electronic check,69.9,69.9,Yes
5879-SESNB,Female,0.579174061,No,11,4,Facebook,Electronic check,75.25,888.65,No
6646-QVXLR,Male,0.83893136,No,62,4,GoogleAds,Electronic check,103.75,6383.35,Yes
6461-PPAXN,Female,0.888719877,Yes,35,2,GoogleAds,Bank transfer (automatic),54.95,1916,No
3318-ISQFQ,Female,0.942520388,No,20,2,Facebook,Bank transfer (automatic),19.5,413,No
1106-HRLKZ,Male,0.400619301,Yes,40,2,Instagram,Mailed check,19.6,808.95,No
2483-XSSMZ,Female,0.862812157,No,39,2,GoogleAds,Electronic check,47.85,1886.4,No
8603-IJWDN,Male,0.286476525,No,1,4,Facebook,Electronic check,86.6,86.6,Yes
8165-ZJRNM,Female,0.115771274,Yes,72,4,Instagram,Bank transfer (automatic),23.75,1679.25,No
9369-XFEHK,Female,0.098369027,No,33,4,Facebook,Bank transfer (automatic),80.6,2656.5,Yes
2604-XVDAM,Female,0.871514836,No,12,2,Facebook,Bank transfer (automatic),43.8,540.95,No
3717-OFRTN,Male,0.994820158,No,1,2,Facebook,Bank transfer (automatic),19.75,19.75,No
9046-JBFWA,Male,0.822705311,Yes,27,2,Facebook,Mailed check,19.15,537.35,No
3280-NMUVX,Male,0.335192244,Yes,34,2,GoogleAds,Credit card (automatic),19.6,678.8,No
1206-EHBDD,Female,0.322657161,No,56,2,Instagram,Bank transfer (automatic),80.3,4513.65,No
8361-LBRDI,Female,0.478527455,No,58,4,Instagram,Credit card (automatic),24.35,1423.85,No
4883-KCPZJ,Female,0.215168673,Yes,22,4,Instagram,Credit card (automatic),25.25,555.4,No
9108-EQPNQ,Female,0.504296775,Yes,10,4,Instagram,Credit card (automatic),26.1,225.55,No
7277-KAMWT,Male,0.86083412,No,13,2,Instagram,Credit card (automatic),20,268.45,No
3842-IYKUE,Female,0.427039253,No,35,4,Facebook,Credit card (automatic),85.3,2917.5,Yes
6641-XRPSU,Female,0.233867244,No,34,2,Facebook,Credit card (automatic),70,2416.1,Yes
1374-DMZUI,Female,0.120201424,No,4,4,Facebook,Electronic check,94.3,424.45,Yes
2545-LXYVJ,Male,0.931257135,No,72,2,Instagram,Bank transfer (automatic),20.7,1492.1,No
3234-VKACU,Male,0.118336142,No,2,2,Facebook,Electronic check,70.3,132.4,No
8357-EQXFO,Female,0.262900548,No,7,2,Facebook,Electronic check,95.35,660.9,Yes
1989-PRJHP,Male,0.099251297,No,27,4,Facebook,Electronic check,75.5,1893.95,Yes
8120-JDCAM,Male,0.73684671,Yes,4,2,Facebook,Mailed check,69.55,284.9,No
8917-FAEMR,Female,0.178954178,No,37,2,Instagram,Mailed check,19.85,784.25,No
7047-YXDMZ,Male,0.77978771,No,21,2,Facebook,Mailed check,20,417.7,No
2858-EIMXH,Female,0.340813487,No,53,4,GoogleAds,Credit card (automatic),95.85,5016.25,No
9524-EGPJC,Female,0.115814273,No,18,4,Facebook,Electronic check,90.1,1612.75,Yes
6993-OHLXR,Female,0.728278055,No,2,2,Facebook,Electronic check,68.95,119.75,Yes
8818-XYFCQ,Male,0.968327625,Yes,32,4,Facebook,Credit card (automatic),99.55,3204.65,Yes
6419-ZTTLE,Male,0.911407507,No,23,2,GoogleAds,Electronic check,20.75,485.2,No
0929-HYQEW,Male,0.69234997,No,3,2,Facebook,Mailed check,50.15,160.85,No
6614-YOLAC,Female,0.612704297,Yes,71,1,Instagram,Mailed check,58.65,4145.25,No
7426-RHZGU,Male,0.487371463,No,9,2,Facebook,Bank transfer (automatic),95.9,827.45,No
4065-JJAVA,Female,0.027896973,No,1,2,Facebook,Electronic check,49.5,49.5,No
4695-VADHF,Male,0.205592395,Yes,18,2,Facebook,Electronic check,57.45,990.85,Yes
3863-IUBJR,Male,0.991732754,Yes,12,2,GoogleAds,Credit card (automatic),53.65,696.35,Yes
7649-SIJJF,Male,0.135677429,No,71,4,Instagram,Mailed check,80.1,5585.4,No
9361-YNQWJ,Female,0.101942279,No,64,4,GoogleAds,Bank transfer (automatic),24.4,1601.2,No
3748-FVMZZ,Male,0.600050156,No,4,1,Facebook,Electronic check,40.05,162.45,No
9391-TTOYH,Female,0.361185169,No,23,2,Facebook,Mailed check,19.5,470.2,No
1452-XRSJV,Female,0.116112369,Yes,39,2,Facebook,Credit card (automatic),51.05,2066,No
3422-WJOYD,Male,0.003180394,No,28,2,GoogleAds,Mailed check,54.35,1426.45,No
8242-SOQUO,Female,0.859276225,No,5,2,Facebook,Electronic check,84.7,392.5,No
7460-ITWWP,Female,0.381267743,No,45,2,Facebook,Electronic check,86.1,3861.45,No
7147-AYBAA,Male,0.74324728,No,37,2,Facebook,Mailed check,70.35,2552.9,No
7868-TMWMZ,Female,0.605671558,No,60,2,Instagram,Bank transfer (automatic),110,6668.35,No
4822-RVYBB,Male,0.393591713,No,8,4,Facebook,Electronic check,100.6,819.4,Yes
6732-FZUGP,Female,0.325905689,No,47,4,GoogleAds,Credit card (automatic),94.9,4615.25,No
8436-BJUMM,Male,0.281722235,Yes,26,4,Facebook,Electronic check,83.75,2070.6,Yes
4184-TJFAN,Female,0.513880132,Yes,3,2,Facebook,Mailed check,88.3,273.75,Yes
8329-GWVPJ,Female,0.911493322,Yes,50,2,Facebook,Bank transfer (automatic),69.75,3557.7,No
1352-VHKAJ,Male,0.432992562,Yes,27,4,Facebook,Bank transfer (automatic),71.6,1957.1,No
4145-UQXUQ,Female,0.764044444,No,8,2,Facebook,Electronic check,92.1,729.95,Yes
2632-TACXW,Female,0.974148973,No,62,4,Instagram,Bank transfer (automatic),23.65,1416.75,No
8146-QQKZH,Female,0.090561944,No,71,2,Instagram,Bank transfer (automatic),81.85,5924.4,No
1767-CJKBA,Male,0.168932394,No,66,4,Instagram,Mailed check,25.1,1697.7,No
6445-TNRXS,Male,0.706979724,Yes,68,4,Instagram,Bank transfer (automatic),114.7,7849.85,No
4581-LNWUM,Female,0.044554031,No,13,1,Facebook,Electronic check,49.15,649.4,No
4869-EPIUS,Male,0.116208531,No,56,2,GoogleAds,Electronic check,80.9,4557.5,No
9948-YPTDG,Male,0.995764695,No,38,2,Facebook,Electronic check,79.45,3013.05,Yes
1236-WFCDV,Male,0.892118321,No,14,2,Facebook,Credit card (automatic),90.45,1266.1,Yes
1915-OAKWD,Female,0.617576365,Yes,16,2,GoogleAds,Bank transfer (automatic),19.3,360.35,No
7296-PIXQY,Female,0.729200517,Yes,14,2,Facebook,Electronic check,70.2,1046.5,No
4883-QICIH,Male,0.897530828,Yes,32,2,Facebook,Bank transfer (automatic),69.75,2347.9,Yes
3354-OADJP,Female,0.579864969,No,8,2,GoogleAds,Bank transfer (automatic),54.25,447.75,No
3524-WQDSG,Female,0.152736567,Yes,43,4,Facebook,Bank transfer (automatic),99.3,4209.95,No
0810-DHDBD,Female,0.744206549,No,52,4,GoogleAds,Credit card (automatic),74,3877.65,No
4026-SKKHW,Male,0.259437363,No,3,2,Facebook,Mailed check,50.25,152.3,No
2829-HYVZP,Male,0.859824365,No,29,2,GoogleAds,Mailed check,19.8,572.2,No
8329-IBCTI,Female,0.462846949,No,1,2,Facebook,Mailed check,19.65,19.65,Yes
1271-SJBGZ,Male,0.398611743,No,12,1,Facebook,Electronic check,43.65,526.95,Yes
3845-JHAMY,Female,0.855300352,Yes,16,1,Facebook,Credit card (automatic),35.5,552.7,No
7013-PSXHK,Female,0.857006824,No,40,4,GoogleAds,Mailed check,80.75,3208.65,No
5669-SRAIP,Female,0.298880041,No,5,1,Facebook,Electronic check,39.5,210.75,Yes
5981-ITEMU,Male,0.679218279,No,40,4,Facebook,Bank transfer (automatic),97.1,3706.95,Yes
3486-NPGST,Female,0.350548818,No,36,2,GoogleAds,Mailed check,19.55,620.75,No
6941-PMGEP,Female,0.994777284,No,5,2,Facebook,Electronic check,80,412.5,Yes
1624-WOIWJ,Female,0.41234687,No,10,2,Facebook,Mailed check,84.7,832.05,Yes
2074-GKOWZ,Male,0.51944777,Yes,2,2,Facebook,Bank transfer (automatic),89.55,185.55,Yes
0376-YMCJC,Male,0.893766556,No,23,4,Facebook,Electronic check,90.6,1943.2,Yes
6100-FJZDG,Male,0.866265597,Yes,26,2,GoogleAds,Bank transfer (automatic),20.05,505.9,No
4829-ZLJTK,Female,0.536689182,No,72,4,Instagram,Electronic check,112.4,8046.85,No
1730-VFMWO,Female,0.335806621,No,34,2,Facebook,Bank transfer (automatic),50.2,1815.3,No
7143-BQIBA,Male,0.725063999,No,10,2,Facebook,Bank transfer (automatic),62.25,612.95,No
3800-LYTRK,Female,0.432123832,No,14,2,GoogleAds,Mailed check,55.7,795.15,No
0634-SZPQA,Female,0.464016644,No,23,4,Facebook,Bank transfer (automatic),90.05,2169.8,Yes
9646-NMHXE,Male,0.234433972,No,47,2,Instagram,Mailed check,19.65,973.1,No
7030-NJVDP,Male,0.444309908,No,24,2,Facebook,Electronic check,89.25,2210.2,No
5536-RTPWK,Male,0.007798838,No,49,4,Facebook,Bank transfer (automatic),99.05,4853.75,Yes
8883-GRDWQ,Male,0.663005231,No,20,2,GoogleAds,Mailed check,54,1055.9,No
6166-ILMNY,Female,0.815911011,No,2,2,Facebook,Bank transfer (automatic),69.75,144.55,Yes
3097-NNSPB,Female,0.742359881,No,2,2,Facebook,Credit card (automatic),49.05,91.1,Yes
7771-ZONAT,Male,0.326140966,No,22,1,Instagram,Bank transfer (automatic),56.75,1304.85,No
0655-RBDUG,Male,0.988448184,No,7,4,Facebook,Bank transfer (automatic),98.05,713,Yes
2111-DWYHN,Male,0.833431966,No,1,2,Facebook,Mailed check,21.1,21.1,No
4194-WHFCB,Female,0.008876529,Yes,59,4,Facebook,Bank transfer (automatic),96.65,5580.8,No
4121-AGSIN,Female,0.131933167,Yes,58,4,GoogleAds,Credit card (automatic),24.5,1497.9,No
4361-BKAXE,Female,0.276312747,No,41,4,Facebook,Bank transfer (automatic),114.5,4527.45,Yes
9845-PEEKO,Female,0.421615934,No,59,4,Instagram,Credit card (automatic),79.2,4590.35,No
0455-XFASS,Female,0.487727651,Yes,3,2,Facebook,Electronic check,69.55,200.2,No
0301-KOBTQ,Male,0.181674892,No,32,2,Instagram,Bank transfer (automatic),20.05,614.45,No
1751-NCDLI,Male,0.946350687,No,46,4,Facebook,Electronic check,98.85,4564.9,No
4367-NUYAO,Male,0.007092623,Yes,0,4,Instagram,Mailed check,25.75, ,No
9878-TNQGW,Male,0.578026421,No,2,2,Facebook,Electronic check,80.95,171.15,Yes
9170-ARBTB,Female,0.858089306,Yes,52,2,GoogleAds,Credit card (automatic),19.6,1012.4,No
4441-NIHPT,Female,0.405499039,No,13,2,Facebook,Electronic check,74.3,940.35,Yes
8999-BOHSE,Female,0.280047147,No,11,2,Facebook,Bank transfer (automatic),89.7,1047.7,Yes
7241-AJHFS,Male,0.112524372,No,32,4,Facebook,Bank transfer (automatic),87.65,2766.4,No
7029-RPUAV,Male,0.364816548,No,17,4,Facebook,Credit card (automatic),100.45,1622.45,Yes
4546-FOKWR,Female,0.958366336,No,16,4,Facebook,Credit card (automatic),74.75,1129.35,No
9036-CSKBW,Female,0.808887661,No,51,4,GoogleAds,Bank transfer (automatic),107.45,5680.9,No
5832-TRLPB,Male,0.922023368,No,29,2,GoogleAds,Bank transfer (automatic),75.35,2243.9,No
8590-YFFQO,Male,0.260099418,No,70,2,Instagram,Credit card (automatic),64.95,4523.25,No
8659-IOOPU,Female,0.667550224,Yes,71,4,Instagram,Electronic check,100.45,7159.7,No
1338-CECEE,Male,0.357271773,Yes,41,4,GoogleAds,Bank transfer (automatic),68.5,2839.95,No
7439-DKZTW,Male,0.176440285,No,1,2,Facebook,Electronic check,80.55,80.55,No
4646-QZXTF,Female,0.441613419,No,7,2,Facebook,Bank transfer (automatic),81.25,580.1,No
4607-CHPCA,Male,0.310334071,Yes,25,2,GoogleAds,Electronic check,90.4,2178.6,Yes
9742-XOKTS,Male,0.692343352,Yes,67,4,GoogleAds,Electronic check,89.55,6038.55,No
6921-OZMFH,Male,0.908756948,Yes,5,4,Facebook,Mailed check,55.7,259.4,No
9578-FOMUK,Male,0.718377663,Yes,15,4,Facebook,Electronic check,24.8,324.15,No
4712-UYOOI,Female,0.397456825,Yes,20,2,Facebook,Electronic check,20,417.65,No
8824-RWFXJ,Male,0.300384859,Yes,3,2,Facebook,Mailed check,56.15,168.15,Yes
7722-CVFXN,Male,0.468553561,Yes,54,4,GoogleAds,Electronic check,105.2,5637.85,No
8717-VCTXJ,Male,0.039379253,No,42,2,GoogleAds,Mailed check,19.55,839.4,No
7363-QTBIW,Female,0.558405741,No,9,2,Facebook,Electronic check,79.75,769.1,No
4159-NAAIX,Female,0.386427022,No,63,4,Instagram,Bank transfer (automatic),97.45,6253,No
0971-QIFJK,Female,0.133943753,No,69,4,Instagram,Bank transfer (automatic),24.25,1641.8,No
9397-TZSHA,Female,0.724429232,No,69,4,Instagram,Credit card (automatic),24.6,1678.05,No
3391-JSQEW,Male,0.282248359,No,40,2,Facebook,Mailed check,50.15,2058.5,No
0343-QLUZP,Male,0.625490838,No,60,1,Instagram,Bank transfer (automatic),39.6,2424.5,No
9763-PDTKK,Female,0.75570067,No,4,2,Facebook,Bank transfer (automatic),94.4,387.2,Yes
2176-LVPNX,Female,0.306671473,No,71,4,Instagram,Mailed check,89.85,6293.45,No
7627-JKIAZ,Female,0.581772055,No,37,4,Facebook,Credit card (automatic),78.95,2839.65,Yes
3312-UUMZW,Male,0.946399347,No,32,4,Facebook,Credit card (automatic),98.85,3145.9,No
1271-UODNO,Male,0.939113345,No,39,4,Instagram,Credit card (automatic),53.85,2200.7,No
8461-EFQYM,Female,0.750223802,No,38,4,GoogleAds,Electronic check,24.25,914.4,No
6900-RBKER,Male,0.425669985,No,52,4,Instagram,Credit card (automatic),89.45,4577.75,No
6891-JPYFF,Female,0.556711034,Yes,48,4,Facebook,Credit card (automatic),105.25,4997.5,No
1459-QNFQT,Male,0.775840281,Yes,70,1,Instagram,Bank transfer (automatic),59.5,4144.8,No
1047-NNCBF,Male,0.206086128,No,20,2,Facebook,Credit card (automatic),70.55,1493.55,No
3696-XRIEN,Female,0.791868132,No,50,4,GoogleAds,Credit card (automatic),82.5,4179.1,No
4081-DYXAV,Female,0.834409075,No,19,1,GoogleAds,Credit card (automatic),44.85,893.55,Yes
0074-HDKDG,Male,0.824484816,Yes,25,2,GoogleAds,Bank transfer (automatic),61.6,1611,No
8791-GFXLZ,Male,0.534153052,No,12,2,Facebook,Bank transfer (automatic),49.05,593.05,No
8111-SLLHI,Male,0.817396276,No,39,4,Facebook,Electronic check,105.65,4284.8,Yes
0927-LCSMG,Male,0.461111704,No,7,2,Facebook,Mailed check,74.65,544.55,Yes
9330-DHBFL,Female,0.971786512,Yes,23,2,GoogleAds,Mailed check,66.25,1533.8,No
0098-BOWSO,Male,0.123529893,No,27,2,Facebook,Electronic check,19.4,529.8,No
3452-ABWRL,Male,0.839876345,No,47,4,Facebook,Credit card (automatic),86.05,3865.6,No
5859-HZYLF,Male,0.093590869,Yes,26,2,Instagram,Credit card (automatic),19.15,515.75,No
8257-RZAHR,Female,0.827297136,No,14,4,Facebook,Bank transfer (automatic),64.7,941,Yes
5293-WXJAK,Female,0.473677696,No,11,4,Facebook,Bank transfer (automatic),104.05,1133.65,Yes
3156-QLHBO,Male,0.85720051,Yes,2,2,Facebook,Mailed check,19.25,48.35,No
2208-NQBCT,Female,0.665966461,Yes,26,2,Facebook,Electronic check,81.95,2070.05,No
1779-PWPMG,Female,0.986366684,No,72,4,Instagram,Bank transfer (automatic),114.65,8333.95,No
6621-NRZAK,Female,0.758723981,Yes,63,2,Instagram,Credit card (automatic),20,1209.25,No
0831-JNISG,Male,0.630157925,Yes,71,2,Instagram,Mailed check,19.8,1396.25,No
0774-IFUVM,Male,0.912403036,Yes,11,4,Facebook,Bank transfer (automatic),65.15,723.35,No
3082-WQRVY,Male,0.03777043,No,14,2,GoogleAds,Mailed check,19.65,228.65,No
9553-DLCLU,Female,0.977628181,Yes,13,4,Instagram,Credit card (automatic),88.95,1161.75,No
1641-BYBTK,Male,0.451491694,Yes,6,2,Facebook,Mailed check,20.2,98.35,No
2460-NGXBJ,Male,0.806563658,Yes,11,4,Facebook,Credit card (automatic),75.2,775.3,No
2446-ZKVAF,Male,0.751826912,No,18,4,Facebook,Credit card (automatic),56.8,1074.65,No
0841-NULXI,Male,0.948262254,No,1,1,Facebook,Electronic check,35.55,35.55,Yes
3522-CDKHF,Female,0.446003813,No,32,2,Facebook,Bank transfer (automatic),75.5,2324.7,No
1430-SFQSA,Male,0.72483361,No,29,1,GoogleAds,Mailed check,35.6,1072.6,No
0411-EZJZE,Female,0.124503608,No,3,4,Facebook,Electronic check,60.25,170.5,No
7851-WZEKY,Female,0.193542523,No,2,4,Facebook,Electronic check,95.15,196.9,Yes
8844-TONUD,Male,0.250593834,Yes,13,2,Facebook,Mailed check,96.65,1162.85,Yes
8807-ARQET,Female,0.461732109,No,41,1,Facebook,Electronic check,40.35,1677.85,No
8992-CEUEN,Female,0.384847095,No,1,2,Facebook,Electronic check,18.85,18.85,No
4320-QMLLA,Male,0.3615673,No,7,2,Facebook,Mailed check,54.85,370.4,No
8777-PVYGU,Female,0.50015556,No,52,2,GoogleAds,Mailed check,64.3,3410.6,No
8292-ITGYJ,Female,0.189430591,Yes,45,4,Instagram,Bank transfer (automatic),24.65,1138.8,No
6870-ZWMNX,Male,0.254098534,No,70,4,Instagram,Credit card (automatic),76.1,5264.25,No
0621-CXBKL,Female,0.857210757,No,53,2,Instagram,Mailed check,18.7,1005.7,No
5268-DSMNQ,Female,0.939734108,No,62,4,GoogleAds,Credit card (automatic),97.95,5936.55,No
5334-JLAXU,Female,0.852181723,No,60,4,Facebook,Credit card (automatic),94.1,5475.9,No
4086-YQSNZ,Female,0.57032635,No,3,2,Facebook,Electronic check,80.4,224.05,Yes
6242-MBHPK,Female,0.813286361,No,23,2,Facebook,Electronic check,95.1,2326.05,No
5868-CZJDR,Male,0.461220041,Yes,1,1,Facebook,Mailed check,31.35,31.35,Yes
9359-UGBTK,Female,0.063982956,No,67,2,GoogleAds,Bank transfer (automatic),72.35,4991.5,No
0135-NMXAP,Female,0.612602855,No,12,4,Facebook,Bank transfer (automatic),89.75,1052.4,Yes
4782-OSFXZ,Female,0.184532281,No,71,4,Instagram,Bank transfer (automatic),82.7,5831.2,No
6479-OAUSD,Male,0.678777429,No,25,2,GoogleAds,Credit card (automatic),19.9,510.8,No
7129-ACFOG,Female,0.834872979,No,5,4,Facebook,Electronic check,53.8,283.95,No
4189-NAKJS,Male,0.757916579,No,26,4,GoogleAds,Credit card (automatic),51.55,1295.4,No
5562-BETPV,Male,0.041010319,Yes,1,2,GoogleAds,Mailed check,19.65,19.65,No
1282-IHQAC,Male,0.554561761,No,70,1,GoogleAds,Credit card (automatic),44.05,3011.65,No
9127-FHJBZ,Male,0.601158191,Yes,72,4,Instagram,Electronic check,114,8093.15,No
6270-OMFIW,Male,0.392073746,No,60,2,GoogleAds,Electronic check,94.4,5610.25,Yes
1641-RQDAY,Female,0.692651966,Yes,32,4,Facebook,Electronic check,100.4,3217.65,No
0107-WESLM,Male,0.390268789,No,1,2,Facebook,Electronic check,19.85,19.85,Yes
6994-ORCWG,Female,0.855175295,No,14,4,GoogleAds,Mailed check,54.25,773.2,No
1346-UFHAX,Female,0.652683813,No,13,4,Facebook,Credit card (automatic),80,1029.35,No
